id,BeatsPerMinute
557912,118.845825
557913,117.74923
557914,119.065254
557915,118.8954
557916,119.16691
557917,119.411095
557918,119.02025
557919,118.86081
557920,120.22426
557921,118.89434
557922,118.483406
557923,118.44933
557924,119.262596
557925,118.14407
557926,118.6687
557927,119.062256
557928,118.45538
557929,118.86392
557930,118.97003
557931,120.22574
557932,119.28212
557933,118.866776
557934,121.01435
557935,119.43173
557936,120.37003
557937,118.62024
557938,118.64931
557939,118.588135
557940,119.16464
557941,118.87233
557942,118.77019
557943,118.75389
557944,119.11449
557945,119.204185
557946,119.29144
557947,118.27513
557948,118.7902
557949,118.72009
557950,118.86672
557951,118.171295
557952,118.7305
557953,118.78164
557954,119.06539
557955,119.04108
557956,118.85618
557957,118.69779
557958,119.193665
557959,118.39915
557960,119.25312
557961,118.72623
557962,118.905334
557963,118.90031
557964,119.22493
557965,118.05603
557966,118.73381
557967,119.43167
557968,119.225716
557969,117.90301
557970,119.2142
557971,118.990105
557972,118.990845
557973,118.936325
557974,118.8455
557975,118.56833
557976,119.30466
557977,119.60167
557978,118.76667
557979,118.59877
557980,118.787415
557981,119.61679
557982,120.87949
557983,118.85566
557984,118.96253
557985,119.06484
557986,119.02055
557987,120.05028
557988,118.95319
557989,118.85184
557990,119.12036
557991,118.96017
557992,118.543076
557993,118.26357
557994,119.292496
557995,119.15424
557996,119.10025
557997,118.936165
557998,120.435646
557999,118.45882
558000,118.74554
558001,118.99192
558002,119.56797
558003,118.609055
558004,118.122185
558005,118.883934
558006,118.845375
558007,119.915695
558008,118.856735
558009,118.20906
558010,119.030785
558011,118.844246
558012,119.607864
558013,118.79358
558014,119.493
558015,118.71943
558016,118.857834
558017,118.75213
558018,120.01807
558019,118.372536
558020,118.91654
558021,118.82667
558022,118.91629
558023,118.81081
558024,118.9214
558025,118.68069
558026,118.66632
558027,118.564674
558028,118.84506
558029,118.76151
558030,118.109856
558031,118.806435
558032,121.3374
558033,119.1066
558034,118.84313
558035,119.15008
558036,121.285126
558037,117.85426
558038,118.92934
558039,119.01465
558040,118.90566
558041,119.506256
558042,118.04321
558043,118.982185
558044,118.78708
558045,118.772484
558046,117.687996
558047,118.97881
558048,119.047195
558049,118.093216
558050,118.95829
558051,119.181076
558052,118.92903
558053,119.97351
558054,119.324036
558055,119.385124
558056,119.12455
558057,119.04684
558058,118.6173
558059,119.48146
558060,118.170105
558061,119.951706
558062,118.88754
558063,118.98004
558064,119.481575
558065,118.81939
558066,118.83631
558067,118.63481
558068,118.92998
558069,119.38466
558070,118.96139
558071,118.85871
558072,118.732994
558073,119.24484
558074,118.447556
558075,118.87403
558076,117.94111
558077,119.03171
558078,118.65296
558079,118.69673
558080,118.5174
558081,118.42845
558082,118.54441
558083,118.81605
558084,121.108536
558085,118.90657
558086,118.878685
558087,119.74336
558088,119.18352
558089,118.94941
558090,118.551445
558091,118.77662
558092,118.79853
558093,118.89535
558094,120.13857
558095,119.57617
558096,119.824295
558097,119.00907
558098,118.37532
558099,118.63063
558100,119.04885
558101,119.50152
558102,119.45474
558103,119.000854
558104,119.30216
558105,118.52501
558106,119.0025
558107,118.77382
558108,119.10783
558109,118.62018
558110,118.585785
558111,118.70489
558112,118.586174
558113,119.33567
558114,118.67344
558115,119.603264
558116,118.62731
558117,118.693146
558118,118.5524
558119,118.62675
558120,118.81183
558121,119.00811
558122,118.99167
558123,118.85041
558124,118.68759
558125,118.84793
558126,119.08181
558127,119.37631
558128,118.36129
558129,118.320465
558130,118.235
558131,118.65665
558132,119.071144
558133,119.18148
558134,118.3762
558135,118.89138
558136,118.54598
558137,118.2695
558138,119.160965
558139,119.13971
558140,119.188835
558141,118.81764
558142,118.77984
558143,118.89051
558144,119.10429
558145,118.533134
558146,118.437454
558147,119.796524
558148,118.5405
558149,119.16889
558150,119.004326
558151,119.1427
558152,118.841965
558153,119.28548
558154,119.065315
558155,119.02868
558156,118.672844
558157,118.903625
558158,118.34999
558159,119.00421
558160,118.064995
558161,118.77886
558162,118.91342
558163,119.109856
558164,119.70737
558165,118.41007
558166,118.682945
558167,118.57373
558168,118.456665
558169,118.73069
558170,119.05376
558171,118.82459
558172,118.46107
558173,118.79715
558174,119.10815
558175,118.85717
558176,119.30025
558177,118.60563
558178,118.50623
558179,119.17153
558180,119.1342
558181,119.54822
558182,119.640205
558183,118.9675
558184,120.2451
558185,119.20382
558186,118.38261
558187,117.819115
558188,119.948715
558189,119.07719
558190,118.65076
558191,118.75759
558192,119.15132
558193,119.74966
558194,119.15236
558195,118.20992
558196,118.482574
558197,118.46017
558198,118.35406
558199,118.343094
558200,119.07981
558201,119.04537
558202,119.077286
558203,118.46117
558204,119.24747
558205,118.79189
558206,118.40659
558207,118.74772
558208,119.562584
558209,118.867905
558210,118.78617
558211,119.53872
558212,120.54077
558213,119.27452
558214,118.27952
558215,118.91567
558216,118.902596
558217,118.86656
558218,118.969376
558219,118.428535
558220,117.81344
558221,117.790245
558222,118.640884
558223,119.41747
558224,118.560776
558225,118.901726
558226,118.66265
558227,118.89367
558228,119.08024
558229,119.1533
558230,119.25093
558231,119.44968
558232,118.90668
558233,118.70866
558234,118.66565
558235,119.16811
558236,118.77305
558237,119.648415
558238,118.842766
558239,118.87515
558240,118.71615
558241,119.65506
558242,118.82725
558243,120.65409
558244,118.70956
558245,118.14557
558246,119.02287
558247,119.37086
558248,118.23799
558249,117.13789
558250,118.69999
558251,118.80293
558252,118.93539
558253,118.79637
558254,118.389046
558255,118.690834
558256,119.31173
558257,119.09675
558258,118.55416
558259,119.033134
558260,119.1082
558261,119.58896
558262,118.564896
558263,118.45181
558264,118.932396
558265,118.64889
558266,118.72799
558267,119.58385
558268,119.116394
558269,119.132195
558270,118.89499
558271,119.64567
558272,118.3527
558273,118.98409
558274,119.3201
558275,118.8073
558276,117.88566
558277,118.52624
558278,118.98614
558279,119.58735
558280,118.583015
558281,118.574394
558282,118.59694
558283,118.91499
558284,118.97187
558285,118.66426
558286,118.758316
558287,118.58087
558288,118.21981
558289,118.722855
558290,120.03489
558291,118.85334
558292,118.43541
558293,119.505196
558294,118.72081
558295,119.37226
558296,118.99511
558297,119.17718
558298,118.33338
558299,118.611534
558300,119.064674
558301,119.16044
558302,119.1597
558303,119.51467
558304,120.30772
558305,118.69048
558306,118.503685
558307,118.852036
558308,118.44183
558309,120.06866
558310,119.26901
558311,119.16068
558312,118.364586
558313,118.96912
558314,119.941315
558315,118.083405
558316,118.38155
558317,119.381516
558318,118.36471
558319,119.22041
558320,118.164566
558321,118.807846
558322,118.97287
558323,119.23937
558324,118.39973
558325,119.20156
558326,118.608
558327,120.73625
558328,118.48911
558329,118.36963
558330,118.7082
558331,118.49386
558332,118.442406
558333,119.32492
558334,118.79685
558335,118.681366
558336,118.855095
558337,119.01271
558338,119.87107
558339,118.87408
558340,118.73744
558341,119.10472
558342,118.85846
558343,119.03935
558344,119.629135
558345,118.47242
558346,119.031654
558347,118.73243
558348,118.47146
558349,119.16386
558350,118.84549
558351,119.55657
558352,118.57894
558353,117.95818
558354,119.1377
558355,119.52349
558356,118.981705
558357,119.55138
558358,118.63597
558359,117.840645
558360,118.79227
558361,118.43647
558362,118.448166
558363,118.62539
558364,119.25199
558365,118.99758
558366,118.33045
558367,119.06244
558368,118.695145
558369,118.00092
558370,118.76403
558371,118.14603
558372,119.474045
558373,118.86489
558374,118.89318
558375,118.56261
558376,119.7151
558377,118.835205
558378,118.65951
558379,118.77413
558380,118.88652
558381,119.10225
558382,118.97611
558383,119.07195
558384,118.4737
558385,118.88942
558386,118.95532
558387,118.99817
558388,118.649765
558389,118.53984
558390,119.3886
558391,119.313644
558392,118.85362
558393,118.97167
558394,118.771675
558395,118.717606
558396,118.602325
558397,118.34459
558398,118.18315
558399,118.32403
558400,118.88013
558401,118.21334
558402,118.90566
558403,118.39797
558404,118.407196
558405,118.862335
558406,119.36988
558407,118.51831
558408,118.42329
558409,118.92584
558410,119.108665
558411,119.04737
558412,118.67973
558413,119.192085
558414,118.50953
558415,118.71773
558416,119.64267
558417,118.54235
558418,119.16368
558419,118.76484
558420,118.91525
558421,118.86085
558422,118.64281
558423,118.368866
558424,119.361206
558425,118.95217
558426,118.971924
558427,118.75368
558428,118.40365
558429,118.78963
558430,119.102974
558431,119.122986
558432,118.98739
558433,118.44878
558434,118.84185
558435,118.527214
558436,118.78734
558437,119.481895
558438,118.59412
558439,119.18128
558440,118.775764
558441,118.487686
558442,119.122635
558443,119.14526
558444,119.174644
558445,119.0979
558446,119.87263
558447,118.49835
558448,119.19136
558449,119.1523
558450,118.85606
558451,118.43982
558452,118.894455
558453,118.760414
558454,119.048386
558455,118.99106
558456,119.115204
558457,119.00784
558458,118.388695
558459,119.16269
558460,118.719826
558461,118.62593
558462,118.996056
558463,118.83069
558464,118.63802
558465,118.63568
558466,119.3257
558467,118.79706
558468,118.413445
558469,119.17736
558470,118.65645
558471,118.55864
558472,119.07473
558473,118.622375
558474,118.86669
558475,118.80365
558476,118.21296
558477,118.28193
558478,120.00024
558479,118.19463
558480,118.9088
558481,119.22371
558482,119.06873
558483,118.85177
558484,119.40987
558485,118.56093
558486,118.60839
558487,118.99659
558488,118.6823
558489,119.121
558490,118.63817
558491,118.64475
558492,119.09023
558493,119.41176
558494,118.5982
558495,118.69277
558496,118.666
558497,119.312
558498,119.20897
558499,118.793465
558500,119.08106
558501,118.03712
558502,118.98126
558503,121.31099
558504,119.04039
558505,119.136635
558506,118.965965
558507,118.950806
558508,118.031364
558509,118.27927
558510,118.79223
558511,118.47625
558512,118.77348
558513,118.65144
558514,118.26769
558515,118.534935
558516,119.153336
558517,119.04955
558518,119.36291
558519,119.24388
558520,118.68521
558521,118.749535
558522,118.57017
558523,118.833916
558524,118.63185
558525,118.36377
558526,118.80863
558527,119.27872
558528,118.77899
558529,118.27097
558530,119.22455
558531,118.59495
558532,118.938866
558533,118.43512
558534,119.35407
558535,118.68114
558536,119.678185
558537,118.65397
558538,119.233
558539,118.653336
558540,118.5742
558541,120.05242
558542,118.942795
558543,119.10635
558544,118.617615
558545,119.01698
558546,118.51342
558547,118.8077
558548,118.80955
558549,118.316574
558550,118.69539
558551,118.876434
558552,119.4298
558553,119.13792
558554,118.35616
558555,118.670746
558556,117.54227
558557,119.271
558558,118.93433
558559,118.54173
558560,118.99121
558561,118.48686
558562,118.987206
558563,118.68066
558564,118.60908
558565,118.1468
558566,118.3918
558567,118.50381
558568,119.57982
558569,118.431076
558570,118.537285
558571,119.028694
558572,118.69519
558573,119.062065
558574,118.48224
558575,118.70905
558576,118.92868
558577,118.77969
558578,118.808685
558579,121.60324
558580,118.98153
558581,118.608894
558582,118.27916
558583,118.51676
558584,118.19047
558585,118.8759
558586,118.49368
558587,119.27009
558588,118.819595
558589,119.315475
558590,119.60356
558591,118.069435
558592,118.75906
558593,119.4539
558594,118.84903
558595,119.19531
558596,119.06099
558597,119.288895
558598,119.34423
558599,118.950134
558600,118.69726
558601,117.54782
558602,119.22913
558603,118.866745
558604,118.88716
558605,118.71092
558606,120.07273
558607,118.726555
558608,118.735695
558609,118.954285
558610,120.331856
558611,118.81581
558612,118.78657
558613,119.23838
558614,118.83554
558615,118.97313
558616,119.20547
558617,119.18282
558618,118.600395
558619,118.37591
558620,118.979996
558621,119.496086
558622,118.7028
558623,118.90525
558624,118.72842
558625,118.17544
558626,119.7562
558627,119.27342
558628,119.25028
558629,118.45948
558630,119.77085
558631,119.37631
558632,119.00048
558633,118.95507
558634,118.88143
558635,119.29533
558636,118.496414
558637,118.32031
558638,118.51144
558639,118.59092
558640,119.19032
558641,118.28908
558642,118.886444
558643,119.84774
558644,118.850426
558645,119.11535
558646,118.83875
558647,117.641754
558648,118.54593
558649,117.86426
558650,119.762146
558651,119.11617
558652,118.8043
558653,119.08232
558654,119.42471
558655,118.33755
558656,119.41892
558657,118.42825
558658,118.83588
558659,118.02264
558660,118.47305
558661,117.49122
558662,118.84298
558663,118.79748
558664,119.905556
558665,118.68299
558666,118.77345
558667,118.79867
558668,118.616974
558669,118.79073
558670,118.58496
558671,118.88401
558672,118.72283
558673,118.2565
558674,118.190575
558675,118.64397
558676,118.63973
558677,118.40888
558678,118.0815
558679,118.530716
558680,118.59296
558681,118.98544
558682,118.8294
558683,118.40817
558684,119.2152
558685,118.68806
558686,119.564964
558687,118.69479
558688,119.204
558689,118.04364
558690,119.64266
558691,118.77351
558692,118.963
558693,119.05133
558694,118.80518
558695,118.654236
558696,118.79028
558697,118.82923
558698,118.57763
558699,118.61783
558700,118.9737
558701,118.772026
558702,119.16588
558703,119.02263
558704,118.31849
558705,118.942276
558706,118.636536
558707,118.70904
558708,118.98552
558709,118.9553
558710,118.97313
558711,119.00671
558712,118.77456
558713,118.74447
558714,119.18901
558715,118.81412
558716,118.991486
558717,119.6161
558718,118.516335
558719,118.39102
558720,118.76744
558721,119.256996
558722,118.29182
558723,118.71755
558724,119.271706
558725,119.15039
558726,118.42305
558727,118.80391
558728,118.817154
558729,118.59587
558730,118.917534
558731,118.845535
558732,119.18382
558733,118.954506
558734,118.2375
558735,118.45648
558736,118.91359
558737,119.23631
558738,118.53555
558739,119.269424
558740,118.791435
558741,119.008965
558742,118.84024
558743,118.77776
558744,119.02438
558745,119.24756
558746,118.736176
558747,119.13521
558748,118.55672
558749,118.419975
558750,118.445335
558751,118.80256
558752,118.57613
558753,118.68748
558754,119.53422
558755,118.6914
558756,118.099335
558757,118.41449
558758,119.32724
558759,119.74395
558760,118.8608
558761,118.97011
558762,118.33034
558763,118.39738
558764,118.94613
558765,118.691
558766,119.723495
558767,118.91839
558768,118.08123
558769,119.92538
558770,118.7694
558771,118.77802
558772,119.172585
558773,119.14376
558774,120.68938
558775,118.77146
558776,118.68423
558777,119.05132
558778,118.91773
558779,118.478584
558780,119.22647
558781,118.65046
558782,119.02807
558783,119.01836
558784,119.004974
558785,119.32068
558786,118.47155
558787,118.65088
558788,118.65175
558789,119.17607
558790,119.16738
558791,119.805
558792,118.529785
558793,119.01053
558794,118.58863
558795,119.5601
558796,118.90341
558797,118.591774
558798,118.58785
558799,118.79828
558800,118.61751
558801,118.82335
558802,118.05571
558803,118.34407
558804,118.983635
558805,118.937225
558806,118.37814
558807,119.15691
558808,118.820724
558809,118.95998
558810,118.5807
558811,118.3653
558812,119.37528
558813,118.29248
558814,118.63742
558815,118.98857
558816,118.89885
558817,118.94865
558818,117.90181
558819,119.134995
558820,118.60982
558821,118.57183
558822,118.594025
558823,118.629364
558824,118.167915
558825,119.67032
558826,118.49055
558827,119.0544
558828,118.21353
558829,118.8405
558830,118.66063
558831,118.11987
558832,118.98503
558833,118.17013
558834,118.47632
558835,118.96097
558836,118.69946
558837,118.81399
558838,118.899216
558839,118.969215
558840,118.83776
558841,119.191
558842,119.42829
558843,119.22145
558844,119.11028
558845,119.36175
558846,118.289055
558847,119.058235
558848,119.14213
558849,118.84041
558850,118.70235
558851,119.07945
558852,118.82163
558853,121.174255
558854,118.74987
558855,118.613304
558856,119.35706
558857,119.45705
558858,119.07857
558859,121.78216
558860,121.476776
558861,118.64453
558862,118.97184
558863,119.30616
558864,118.63291
558865,119.15988
558866,118.60178
558867,118.63245
558868,118.48591
558869,117.9674
558870,118.80176
558871,119.0318
558872,118.58714
558873,119.31686
558874,118.14697
558875,119.50345
558876,118.90765
558877,119.17597
558878,118.356094
558879,118.54575
558880,119.087654
558881,118.20151
558882,118.95354
558883,118.95978
558884,118.84136
558885,119.456406
558886,118.43519
558887,118.62841
558888,118.390114
558889,119.49512
558890,119.09836
558891,118.93044
558892,119.23494
558893,118.08459
558894,118.74069
558895,119.0595
558896,118.43621
558897,119.64014
558898,118.65442
558899,118.39684
558900,118.92582
558901,118.546036
558902,118.98408
558903,118.51474
558904,118.64086
558905,118.76185
558906,117.96343
558907,119.023895
558908,118.62791
558909,119.38386
558910,118.930695
558911,118.71741
558912,119.19145
558913,118.78068
558914,119.175804
558915,118.820404
558916,119.20083
558917,119.04572
558918,119.02298
558919,118.83315
558920,118.82475
558921,118.750656
558922,118.649155
558923,118.77581
558924,118.56185
558925,118.584145
558926,118.77713
558927,118.66906
558928,119.05314
558929,119.52861
558930,120.8226
558931,119.112656
558932,118.56781
558933,118.9846
558934,118.49152
558935,117.87485
558936,118.60687
558937,118.98781
558938,118.95711
558939,118.84903
558940,118.92258
558941,118.8886
558942,118.748344
558943,118.73591
558944,118.840965
558945,119.25051
558946,118.72526
558947,118.61148
558948,118.72115
558949,118.96479
558950,119.89688
558951,118.79228
558952,118.54345
558953,118.522285
558954,118.5295
558955,118.911
558956,119.84779
558957,118.38126
558958,118.95123
558959,118.67676
558960,119.05469
558961,117.95498
558962,118.59659
558963,118.61432
558964,118.293785
558965,119.1872
558966,119.27585
558967,119.09957
558968,119.10382
558969,118.79662
558970,119.69107
558971,119.055016
558972,118.7609
558973,118.85344
558974,118.97628
558975,118.758804
558976,119.873604
558977,119.01082
558978,118.79784
558979,119.33579
558980,119.0177
558981,118.40632
558982,118.90424
558983,118.78948
558984,118.64622
558985,119.20117
558986,119.07582
558987,118.86507
558988,121.85816
558989,118.975
558990,118.85552
558991,118.77256
558992,118.86675
558993,119.126045
558994,118.37265
558995,118.55061
558996,118.18831
558997,117.76065
558998,117.707924
558999,118.69393
559000,118.89638
559001,118.663666
559002,119.46016
559003,118.60414
559004,118.27473
559005,118.66741
559006,118.96352
559007,119.10804
559008,119.351585
559009,118.22801
559010,118.37649
559011,118.552574
559012,119.35485
559013,119.06978
559014,118.78955
559015,120.75681
559016,118.85989
559017,117.96673
559018,118.73983
559019,122.00977
559020,118.61506
559021,119.51941
559022,118.62454
559023,119.3333
559024,118.78075
559025,118.64559
559026,119.13057
559027,118.547134
559028,118.986435
559029,118.629585
559030,119.18404
559031,118.73332
559032,118.77563
559033,119.36027
559034,118.90843
559035,119.13165
559036,119.210464
559037,118.49146
559038,119.240944
559039,119.180954
559040,118.34556
559041,118.59342
559042,119.408005
559043,118.33477
559044,119.122826
559045,118.85498
559046,118.60035
559047,118.80111
559048,117.7166
559049,120.150826
559050,118.43885
559051,118.219315
559052,118.713326
559053,119.07629
559054,118.59602
559055,118.79196
559056,119.088684
559057,118.84597
559058,119.2766
559059,118.94202
559060,119.16741
559061,119.02679
559062,118.24116
559063,119.200356
559064,119.337524
559065,119.06786
559066,118.861755
559067,119.20367
559068,118.75201
559069,118.76788
559070,118.96563
559071,118.968124
559072,118.95519
559073,118.86655
559074,118.61906
559075,118.16567
559076,118.82399
559077,118.20387
559078,118.98298
559079,118.841225
559080,118.38949
559081,119.25877
559082,118.251
559083,119.1308
559084,118.21305
559085,118.92265
559086,118.69335
559087,118.705284
559088,119.16937
559089,118.92689
559090,118.34062
559091,118.93343
559092,118.78062
559093,118.02574
559094,118.61609
559095,118.496445
559096,119.19605
559097,118.82818
559098,119.239716
559099,118.87466
559100,119.50187
559101,118.753365
559102,118.482506
559103,118.327644
559104,118.78638
559105,118.45581
559106,118.84502
559107,118.8213
559108,118.856705
559109,118.569695
559110,118.87545
559111,118.75778
559112,119.11992
559113,118.70429
559114,118.62146
559115,118.91962
559116,119.143364
559117,118.59205
559118,118.89069
559119,118.0128
559120,118.81931
559121,118.50119
559122,117.67599
559123,118.87912
559124,118.3957
559125,118.65491
559126,118.46434
559127,119.4257
559128,118.59266
559129,118.94868
559130,118.69498
559131,118.43989
559132,118.80675
559133,118.49402
559134,118.52979
559135,119.296555
559136,119.08197
559137,119.47883
559138,118.97739
559139,118.96715
559140,119.07806
559141,119.354065
559142,118.83329
559143,119.7089
559144,118.768005
559145,119.83533
559146,119.15455
559147,118.9962
559148,118.97188
559149,118.86993
559150,118.74837
559151,118.36645
559152,118.141426
559153,118.77562
559154,118.79009
559155,118.78208
559156,118.91986
559157,120.19969
559158,118.48612
559159,119.126434
559160,118.33859
559161,118.47177
559162,118.207756
559163,118.85063
559164,118.30112
559165,118.75863
559166,118.35042
559167,119.29944
559168,118.744896
559169,118.96841
559170,118.37456
559171,119.18671
559172,118.79942
559173,118.81534
559174,118.326996
559175,118.79232
559176,118.89701
559177,119.35645
559178,118.54986
559179,121.113
559180,118.83625
559181,118.732155
559182,118.918365
559183,119.91264
559184,118.08576
559185,120.094795
559186,119.011406
559187,119.029076
559188,118.47392
559189,118.959984
559190,119.18053
559191,118.22854
559192,119.31167
559193,118.888374
559194,118.62866
559195,118.60603
559196,118.91435
559197,118.90376
559198,117.105865
559199,119.12102
559200,117.947815
559201,118.65928
559202,118.97755
559203,119.12199
559204,118.858955
559205,119.14366
559206,120.430984
559207,118.33075
559208,118.379005
559209,118.52858
559210,118.81988
559211,118.89915
559212,118.95432
559213,119.20998
559214,119.1421
559215,118.980804
559216,118.89158
559217,119.41053
559218,118.843185
559219,118.68072
559220,119.18448
559221,118.80534
559222,119.29946
559223,118.93165
559224,119.043564
559225,119.23596
559226,118.928474
559227,118.77203
559228,121.54133
559229,119.12776
559230,119.243866
559231,118.88138
559232,118.750946
559233,119.62697
559234,119.23847
559235,118.32703
559236,119.52829
559237,118.90585
559238,118.98393
559239,118.57994
559240,119.341
559241,119.027336
559242,118.763596
559243,118.67946
559244,118.49662
559245,119.316505
559246,118.16764
559247,119.17447
559248,119.18574
559249,119.930336
559250,119.45284
559251,119.35186
559252,119.29077
559253,118.82093
559254,119.00701
559255,118.6312
559256,118.950356
559257,118.39531
559258,118.83045
559259,118.830315
559260,118.845726
559261,120.30366
559262,118.963104
559263,118.674736
559264,119.07874
559265,118.38717
559266,118.34034
559267,118.5346
559268,118.635155
559269,118.55672
559270,118.05491
559271,118.95915
559272,118.91612
559273,119.2173
559274,119.30248
559275,119.29645
559276,118.889946
559277,118.689476
559278,119.01736
559279,118.78678
559280,118.4105
559281,118.80859
559282,119.13353
559283,119.232056
559284,118.7233
559285,118.617134
559286,118.76786
559287,118.75501
559288,118.51977
559289,118.65502
559290,118.73885
559291,118.96278
559292,118.37021
559293,118.70856
559294,118.13421
559295,118.86132
559296,119.04796
559297,119.61476
559298,118.48063
559299,118.84762
559300,118.87941
559301,118.822044
559302,118.99067
559303,119.10954
559304,117.41757
559305,118.45914
559306,119.325966
559307,118.86139
559308,118.6824
559309,118.78725
559310,118.16878
559311,118.775505
559312,118.68742
559313,118.1906
559314,118.56802
559315,118.60416
559316,119.10135
559317,119.06123
559318,118.971954
559319,119.49467
559320,118.799515
559321,118.9515
559322,119.16742
559323,118.882774
559324,118.56864
559325,118.865906
559326,119.05159
559327,119.25542
559328,118.91667
559329,119.48757
559330,119.09361
559331,118.24037
559332,118.171844
559333,118.628784
559334,118.883484
559335,118.05851
559336,118.33312
559337,118.950935
559338,118.26054
559339,118.725716
559340,118.87341
559341,118.54605
559342,119.7085
559343,118.774826
559344,118.15361
559345,118.54832
559346,118.86673
559347,120.068054
559348,119.06515
559349,119.07387
559350,119.09408
559351,119.41005
559352,119.081535
559353,119.12645
559354,118.78651
559355,118.73237
559356,118.56997
559357,118.362206
559358,118.797935
559359,119.607346
559360,118.60863
559361,119.07296
559362,118.879326
559363,118.765884
559364,118.82409
559365,118.99098
559366,118.8331
559367,118.32051
559368,118.97135
559369,119.14296
559370,119.698135
559371,118.13321
559372,118.24495
559373,118.82611
559374,118.62806
559375,118.83117
559376,119.19152
559377,118.698265
559378,119.16812
559379,119.55951
559380,118.603
559381,119.29514
559382,118.92348
559383,118.79679
559384,118.56715
559385,119.242134
559386,118.804214
559387,118.98698
559388,118.86452
559389,119.117195
559390,119.330696
559391,118.96641
559392,118.97764
559393,118.86192
559394,118.67113
559395,118.86706
559396,118.50577
559397,119.041374
559398,119.48264
559399,118.59654
559400,119.54127
559401,118.42091
559402,118.872055
559403,118.573975
559404,120.30102
559405,120.84624
559406,118.591606
559407,118.25103
559408,118.989006
559409,119.071465
559410,119.27587
559411,118.85406
559412,118.40726
559413,118.704956
559414,118.32362
559415,118.50471
559416,118.95213
559417,118.993866
559418,119.23123
559419,119.16355
559420,119.5769
559421,118.24125
559422,119.38485
559423,118.683876
559424,118.64375
559425,118.79467
559426,118.552765
559427,119.24682
559428,118.897064
559429,118.774864
559430,118.56532
559431,118.59853
559432,119.13099
559433,118.48817
559434,118.577614
559435,119.28287
559436,118.56051
559437,119.033936
559438,118.83257
559439,119.07959
559440,118.76435
559441,118.7531
559442,119.0344
559443,118.4453
559444,118.8972
559445,118.69451
559446,119.54385
559447,119.49083
559448,118.93234
559449,118.907425
559450,119.606476
559451,118.727905
559452,118.89132
559453,118.54699
559454,118.692055
559455,118.226974
559456,119.06407
559457,118.84364
559458,118.840706
559459,118.45577
559460,118.681175
559461,118.744125
559462,119.45116
559463,118.81762
559464,118.74436
559465,118.60231
559466,118.966805
559467,118.8553
559468,118.69575
559469,119.248215
559470,118.809525
559471,119.32294
559472,119.43575
559473,118.71985
559474,118.87787
559475,118.88519
559476,119.02636
559477,118.35975
559478,118.377304
559479,118.560326
559480,118.11972
559481,118.78802
559482,118.80678
559483,119.07071
559484,118.31585
559485,118.80165
559486,120.130745
559487,118.60757
559488,118.46312
559489,118.351776
559490,119.56707
559491,119.72346
559492,119.06745
559493,118.79676
559494,118.575035
559495,119.00354
559496,118.836395
559497,119.162605
559498,118.6275
559499,118.67609
559500,119.0042
559501,118.25315
559502,118.50275
559503,118.68142
559504,119.03424
559505,118.91384
559506,119.17346
559507,118.534035
559508,118.41375
559509,117.99292
559510,118.717606
559511,119.2775
559512,118.991295
559513,118.79777
559514,119.20869
559515,119.39117
559516,118.71449
559517,119.50494
559518,118.32148
559519,118.74069
559520,118.75795
559521,119.284134
559522,118.52263
559523,119.16475
559524,119.19361
559525,118.51041
559526,118.958595
559527,118.509735
559528,118.45112
559529,118.36109
559530,118.64655
559531,118.84381
559532,118.80194
559533,118.94142
559534,119.32845
559535,118.41829
559536,119.21995
559537,118.70029
559538,118.580444
559539,118.801636
559540,118.9426
559541,119.12236
559542,118.41185
559543,118.59823
559544,119.66905
559545,119.318596
559546,119.100845
559547,118.41239
559548,118.559784
559549,118.82827
559550,118.95087
559551,118.83602
559552,118.171974
559553,119.62019
559554,118.84743
559555,119.17697
559556,118.88771
559557,118.154655
559558,118.86266
559559,118.82311
559560,118.88531
559561,118.896255
559562,118.58729
559563,118.71993
559564,118.84789
559565,118.53658
559566,118.53964
559567,118.00521
559568,118.331696
559569,118.568886
559570,118.670296
559571,118.82502
559572,118.79741
559573,119.72759
559574,118.37166
559575,118.54729
559576,118.86164
559577,118.661224
559578,119.5558
559579,118.884705
559580,118.29676
559581,118.91178
559582,120.38599
559583,117.784584
559584,118.75559
559585,118.59039
559586,118.7039
559587,119.30437
559588,119.04717
559589,118.37999
559590,119.08259
559591,118.9499
559592,118.9145
559593,118.59232
559594,118.76918
559595,119.52603
559596,118.73298
559597,118.564125
559598,119.09141
559599,120.5978
559600,118.821556
559601,120.028915
559602,118.91287
559603,118.7959
559604,118.658936
559605,119.04623
559606,119.04442
559607,118.6177
559608,118.60129
559609,118.707596
559610,119.771645
559611,118.813515
559612,118.69726
559613,118.56091
559614,118.373604
559615,118.99946
559616,118.79623
559617,119.02997
559618,118.4133
559619,118.759094
559620,118.79385
559621,118.77947
559622,118.63726
559623,119.10043
559624,118.731094
559625,118.32477
559626,118.48434
559627,118.748085
559628,118.175385
559629,118.60419
559630,119.14421
559631,118.89213
559632,118.87957
559633,118.67932
559634,118.49594
559635,119.39309
559636,120.36853
559637,118.565384
559638,119.23833
559639,119.01579
559640,119.12156
559641,118.567314
559642,119.94027
559643,118.22052
559644,118.824196
559645,118.727516
559646,119.0575
559647,118.58063
559648,119.23976
559649,118.750145
559650,118.57442
559651,118.693146
559652,118.42429
559653,118.6973
559654,118.9288
559655,119.037964
559656,118.82622
559657,118.94837
559658,118.737
559659,118.322655
559660,118.350624
559661,119.62291
559662,118.612816
